Model,C_AI_MSE,C_AI_R2,C_AI_adj_R2,C_self_MSE,C_self_R2,C_self_adj_R2,Mean_MSE,Mean_R2,Mean_adj_R2,iteration
MOD,0.0012332295231263452,0.8353788631933314,0.8228533419145632,0.0009452164766384067,0.7520814227538049,0.7332180527459422,0.001089222999882376,0.7937301429735681,0.7780356973302527,43
MOD+A,0.0012331978305331948,0.8353830937689177,0.8228578943817701,0.0009452159347429888,0.7520815648862628,0.7332182056928263,0.0010892068826380919,0.7937323293275902,0.7780380500372982,43
MOD+A+ASYM,0.0012331978305331948,0.8353830937689177,0.8228578943817701,0.0008588976404455069,0.7747217846046677,0.757581050824588,0.0010460477354893509,0.8050524391867927,0.790219472603179,43
MOD+A+ALIGN,0.0012332085618635767,0.8353816612668783,0.8228563528850104,0.0005819355267713116,0.8473655174111504,0.8357520241706945,0.0009075720443174442,0.8413735893390144,0.8293041885278525,43
PHYS-FULL,0.0012332085618635767,0.8353816612668783,0.8228563528850104,0.0005182981082519216,0.864056824269297,0.8537133217680479,0.0008757533350577491,0.8497192427680876,0.8382848373265291,43
ORIG-BASE,0.0018013086138327081,0.7284326108529353,0.7077698747221803,0.0008725147981624143,0.7259825668298457,0.7051334143060297,0.0013369117059975613,0.7272075888413905,0.706451644514105,44
PHYS-BASE,0.0018013086138327081,0.7284326108529353,0.7077698747221803,0.0008725147981624143,0.7259825668298457,0.7051334143060297,0.0013369117059975613,0.7272075888413905,0.706451644514105,44
MOD,0.0014473357487407763,0.7817979731588358,0.7651956450296169,0.0008131221661494836,0.7446351061422775,0.7252051685661465,0.00113022895744513,0.7632165396505566,0.7452004067978817,44
MOD+A,0.0014473545755015048,0.7817951348144134,0.7651925907242059,0.0008131154826845632,0.7446372051163075,0.7252074272447222,0.001130235029093034,0.7632161699653605,0.745200008984464,44
MOD+A+ASYM,0.0014473545755015048,0.7817951348144134,0.7651925907242059,0.0007858863457212016,0.7531886454286699,0.7344095206243296,0.0011166204606113533,0.7674918901215417,0.7498010556742678,44
MOD+A+ALIGN,0.0014473521185033801,0.7817955052343186,0.7651929893282341,0.0006482827691810814,0.7964037048385137,0.7809126823805747,0.0010478174438422307,0.7890996050364162,0.7730528358544044,44
PHYS-FULL,0.0014473521185033801,0.7817955052343186,0.7651929893282341,0.0006341163656529977,0.8008527314225827,0.7857002218569097,0.0010407342420781888,0.7913241183284507,0.775446605592572,44
ORIG-BASE,0.002306058861681465,0.7398927087299971,0.720101936568149,0.001024423001814894,0.7064814649146884,0.6841485328973278,0.0016652409317481796,0.7231870868223428,0.7021252347327385,45
PHYS-BASE,0.002306058861681465,0.7398927087299971,0.720101936568149,0.001024423001814894,0.7064814649146884,0.6841485328973278,0.0016652409317481796,0.7231870868223428,0.7021252347327385,45
MOD,0.0014265561771816706,0.8390944527666316,0.8268516393901797,0.0009990340234536372,0.7137559362245931,0.6919764965895078,0.001212795100317654,0.7764251944956124,0.7594140679898438,45
MOD+A,0.0014265351897095454,0.8390968200065212,0.8268541867461479,0.0009990380175313263,0.7137547918381137,0.6919752651301443,0.0012127866036204357,0.7764258059223175,0.7594147259381461,45
MOD+A+ASYM,0.0014265351897095454,0.8390968200065212,0.8268541867461479,0.0008736623920294449,0.749677520893905,0.7306312453097457,0.0011500987908694951,0.7943871704502131,0.7787427160279468,45
MOD+A+ALIGN,0.0014264181037085856,0.8391100264875271,0.8268683980680999,0.000727174319074968,0.7916494060476881,0.77579664346436,0.0010767962113917768,0.8153797162676075,0.8013325207662298,45
PHYS-FULL,0.0014264181037085856,0.8391100264875271,0.8268683980680999,0.0006149186052014735,0.8238130070530643,0.8104074749810147,0.0010206683544550295,0.8314615167702957,0.8186379365245573,45
ORIG-BASE,0.0019954458599089338,0.7362067618617729,0.7161355372208209,0.0008468252588124382,0.7691310078269733,0.7515648888572865,0.001421135559360686,0.7526688848443731,0.7338502130390536,46
PHYS-BASE,0.0019954458599089338,0.7362067618617729,0.7161355372208209,0.0008468252588124382,0.7691310078269733,0.7515648888572865,0.001421135559360686,0.7526688848443731,0.7338502130390536,46
MOD,0.0014000116369310164,0.8149217623202831,0.8008397224968264,0.0007537818617477504,0.7944973216976805,0.778861248348591,0.0010768967493393834,0.8047095420089818,0.7898504854227087,46
MOD+A,0.0014000419946592474,0.8149177491001836,0.8008354039230237,0.0007537863914540375,0.7944960867690876,0.7788599194580399,0.0010769141930566425,0.8047069179346356,0.7898476616905318,46
MOD+A+ASYM,0.0014000419946592474,0.8149177491001836,0.8008354039230237,0.0005825351974631358,0.8411841019808113,0.8291002836532644,0.0009912885960611916,0.8280509255404974,0.814967843788144,46
MOD+A+ALIGN,0.0014000419965463072,0.8149177488507187,0.8008354036545777,0.0006127017039498441,0.8329598421615727,0.820250264934736,0.0010063718502480755,0.8239387955061457,0.8105428342946568,46
PHYS-FULL,0.0014000419965463072,0.8149177488507187,0.8008354036545777,0.00044235340003530706,0.8794017034946726,0.870225746151876,0.0009211976982908071,0.8471597261726956,0.8355305749032269,46
ORIG-BASE,0.00162563410549233,0.773779056810748,0.7565665937420005,0.0009342689565808849,0.7392895687080048,0.7194529054575269,0.0012799515310366076,0.7565343127593764,0.7380097495997637,47
PHYS-BASE,0.00162563410549233,0.773779056810748,0.7565665937420005,0.0009342689565808849,0.7392895687080048,0.7194529054575269,0.0012799515310366076,0.7565343127593764,0.7380097495997637,47
MOD,0.0010835939474874883,0.8492085986590782,0.8377353398613994,0.0008471495193207615,0.7636004974850077,0.7456135788153887,0.0009653717334041249,0.806404548072043,0.791674459338394,47
MOD+A,0.001083578228974792,0.8492107860250763,0.837737693657419,0.0008471541714024118,0.7635991993082836,0.7456121818643486,0.0009653662001886019,0.8064049926666799,0.7916749377608838,47
MOD+A+ASYM,0.001083578228974792,0.8492107860250763,0.837737693657419,0.000751332430494156,0.790338530871612,0.7743860277857564,0.0009174553297344741,0.8197746584483441,0.8060618607215877,47
MOD+A+ALIGN,0.0010835782345904826,0.8492107852436047,0.8377376928164877,0.0006770116978895607,0.8110779444150006,0.7967034401857072,0.0008802949662400217,0.8301443648293027,0.8172205665010974,47
PHYS-FULL,0.0010835782345904826,0.8492107852436047,0.8377376928164877,0.0005983622962270073,0.8330252854712015,0.820320687626619,0.000840970265408745,0.841118035357403,0.8290291902215534,47
ORIG-BASE,0.0019439496298629918,0.7467460201464874,0.7274766955924158,0.0008303537622335818,0.7534063650712245,0.7346438058918612,0.0013871516960482868,0.7500761926088559,0.7310602507421384,48
PHYS-BASE,0.0019439496298629918,0.7467460201464874,0.7274766955924158,0.0008303537622335818,0.7534063650712245,0.7346438058918612,0.0013871516960482868,0.7500761926088559,0.7310602507421384,48
MOD,0.0012501877150856687,0.8371279741277402,0.8247355373765901,0.0007851561042478625,0.7668289028856926,0.7490876237574301,0.0010176719096667655,0.8019784385067164,0.7869115805670102,48
MOD+A,0.0012501792748171522,0.8371290737095196,0.8247367206222004,0.000785156626272101,0.7668287478579678,0.7490874569341176,0.0010176679505446266,0.8019789107837437,0.786912088778159,48
MOD+A+ASYM,0.0012501792748171522,0.8371290737095196,0.8247367206222004,0.0006962355608385102,0.7932360091293877,0.7775039663457542,0.0009732074178278312,0.8151825414194537,0.8011203434839773,48
MOD+A+ALIGN,0.0012501693954318385,0.8371303607766384,0.8247381056183392,0.0004654604121219136,0.8617702717070359,0.8512527923803973,0.0008578149037768761,0.8494503162418372,0.8379954489993682,48
PHYS-FULL,0.0012501693954318385,0.8371303607766384,0.8247381056183392,0.00040077534539783286,0.8809800669227459,0.8719242024494765,0.0008254723704148357,0.8590552138496921,0.8483311540339078,48
ORIG-BASE,0.0016614198051158055,0.7713075601698616,0.7539070484436554,0.0010443505902181106,0.6430788756415446,0.6159218335707927,0.0013528851976669582,0.7071932179057031,0.6849144410072241,49
PHYS-BASE,0.0016614198051158055,0.7713075601698616,0.7539070484436554,0.0010443505902181106,0.6430788756415446,0.6159218335707927,0.0013528851976669582,0.7071932179057031,0.6849144410072241,49
MOD,0.0011657686670397775,0.839533343756985,0.8273239242602338,0.0010020981844834527,0.6575192142624231,0.631460893608477,0.0010839334257616152,0.748526279009704,0.7293924089343554,49
MOD+A,0.0011657708595438831,0.8395330419614293,0.8273235995019729,0.0010020750648650557,0.6575271157088054,0.6314693962518667,0.0010839229622044695,0.7485300788351174,0.7293964978769198,49
MOD+A+ASYM,0.0011657708595438831,0.8395330419614293,0.8273235995019729,0.0009037838677532121,0.6911194791510197,0.6676177003907713,0.0010347773636485477,0.7653262605562245,0.7474706499463721,49
MOD+A+ALIGN,0.0011657767789447061,0.8395322271630187,0.827322722708031,0.0008247426114021087,0.7181329115670907,0.6966865026645868,0.0009952596951734074,0.7788325693650546,0.7620046126863089,49
PHYS-FULL,0.0011657767789447061,0.8395322271630187,0.827322722708031,0.0007599843643047786,0.7402649298586057,0.7205024788695866,0.0009628805716247424,0.7898985785108121,0.7739126007888089,49
ORIG-BASE,0.0016377771073383036,0.7578785583925818,0.7394562747920175,0.0014234588443981888,0.6172323196109559,0.5881086917552678,0.0015306179758682462,0.6875554390017689,0.6637824832736426,50
PHYS-BASE,0.0016377771073383036,0.7578785583925818,0.7394562747920175,0.0014234588443981888,0.6172323196109559,0.5881086917552678,0.0015306179758682462,0.6875554390017689,0.6637824832736426,50
MOD,0.0010673929788237232,0.8422015269132392,0.83019512135229,0.00140093515064352,0.6232889344868939,0.5946261360239403,0.0012341640647336215,0.7327452307000666,0.7124106286881151,50
MOD+A,0.0010674161471664427,0.8421981018119151,0.8301914356454304,0.0014009678539273936,0.6232801405831161,0.5946166730187881,0.0012341920005469183,0.7327391211975156,0.7124040543321093,50
MOD+A+ASYM,0.0010674161471664427,0.8421981018119151,0.8301914356454304,0.0013157290809078584,0.6462008225236535,0.6192813198895837,0.0011915726140371507,0.7441994621677843,0.7247363777675071,50
MOD+A+ALIGN,0.0010674383070682363,0.8421948257938635,0.8301879103651357,0.0010099421340218086,0.728426845996995,0.7077636712358968,0.0010386902205450224,0.7853108358954293,0.7689757908005163,50
PHYS-FULL,0.0010674383070682363,0.8421948257938635,0.8301879103651357,0.0009169161015741343,0.7534415197937963,0.7346816354302808,0.0009921772043211853,0.7978181727938298,0.7824347728977082,50
ORIG-BASE,0.0017292827597412805,0.7626363540887129,0.7445760766824192,0.000968310598863401,0.7448681598292315,0.725455954598847,0.0013487966793023407,0.7537522569589722,0.7350160156406331,51
PHYS-BASE,0.0017292827597412805,0.7626363540887129,0.7445760766824192,0.000968310598863401,0.7448681598292315,0.725455954598847,0.0013487966793023407,0.7537522569589722,0.7350160156406331,51
MOD,0.0012173942871289201,0.8328988449825723,0.8201846266660289,0.0007959011919236515,0.7902948331579353,0.774339005246039,0.0010066477395262857,0.8115968390702537,0.797261815956034,51
MOD+A,0.0012174013903649096,0.8328978699829763,0.820183577481681,0.000795873006308335,0.79030225954355,0.7743469966827332,0.0010066371983366222,0.8116000647632632,0.7972652870822071,51
MOD+A+ASYM,0.0012174013903649096,0.8328978699829763,0.820183577481681,0.0008245453810019626,0.7827476218826201,0.7662175496345587,0.001020973385683436,0.8078227459327982,0.7932005635581199,51
MOD+A+ALIGN,0.0012173765036691895,0.8329012859638489,0.8201872533741419,0.000566098067442474,0.8508436840067174,0.8394948338767938,0.0008917372855558318,0.8418724849852832,0.8298410436254678,51
PHYS-FULL,0.0012173765036691895,0.8329012859638489,0.8201872533741419,0.0005837716407907091,0.846187026012866,0.8344838649486276,0.0009005740722299494,0.8395441559883574,0.8273355591613847,51
ORIG-BASE,0.0017345794308133038,0.7764243292488859,0.7594131369091273,0.0008734952684470328,0.7680745492939253,0.7504280476097674,0.0013040373496301682,0.7722494392714057,0.7549205922594473,52
PHYS-BASE,0.0017345794308133038,0.7764243292488859,0.7594131369091273,0.0008734952684470328,0.7680745492939253,0.7504280476097674,0.0013040373496301682,0.7722494392714057,0.7549205922594473,52
MOD,0.0011388347101148736,0.8532118335629058,0.8420431687253007,0.0007707150775438453,0.7953641557290672,0.7797940371432354,0.0009547748938293595,0.8242879946459865,0.8109186029342681,52
MOD+A,0.001138886088868396,0.8532052111857018,0.8420360424715704,0.0007707138171105467,0.7953644903920831,0.7797943972697416,0.0009547999529894713,0.8242848507888925,0.810915219870656,52
MOD+A+ASYM,0.001138886088868396,0.8532052111857018,0.8420360424715704,0.0007245942604763323,0.807609890390381,0.7929715124853013,0.0009317401746723642,0.8304075507880414,0.8175037774784358,52
MOD+A+ALIGN,0.0011388772729881696,0.8532063474936159,0.8420372652376954,0.000552360359745667,0.8533404472654548,0.8421815682530437,0.0008456188163669183,0.8532733973795353,0.8421094167453695,52
PHYS-FULL,0.0011388772729881696,0.8532063474936159,0.8420372652376954,0.0004931265607811337,0.8690678656249229,0.8591056380094279,0.0008160019168846517,0.8611371065592694,0.8505714516235616,52
ORIG-BASE,0.0017359661852440545,0.7586469772051823,0.7402831602534026,0.0010135094175664973,0.6735117343390948,0.6486702358648955,0.001374737801405276,0.7160793557721385,0.694476698059149,53
PHYS-BASE,0.0017359661852440545,0.7586469772051823,0.7402831602534026,0.0010135094175664973,0.6735117343390948,0.6486702358648955,0.001374737801405276,0.7160793557721385,0.694476698059149,53
MOD,0.001676231044127924,0.7669520104471899,0.7492200981986066,0.0009290740909006921,0.7007114257142586,0.6779394689751261,0.0013026525675143082,0.7338317180807242,0.7135797835868664,53
MOD+A,0.0016762287690983875,0.7669523267467009,0.7492204385643847,0.0009290380100079526,0.700723048682817,0.6779519762999879,0.00130263338955317,0.733837687714759,0.7135862074321864,53
MOD+A+ASYM,0.0016762287690983875,0.7669523267467009,0.7492204385643847,0.0009082173365539562,0.7074301452801126,0.6851693954644691,0.0012922230528261717,0.7371912360134067,0.717194917014427,53
MOD+A+ALIGN,0.0016762239161161462,0.766953001461418,0.7492211646160911,0.0006839680067208421,0.7796690149974036,0.7629047009211192,0.0011800959614184942,0.7733110082294108,0.7560629327686051,53
PHYS-FULL,0.0016762239161161462,0.766953001461418,0.7492211646160911,0.0006975836837221816,0.7752829099519862,0.7581848704918113,0.001186903799919164,0.771117955706702,0.7537030175539512,53
ORIG-BASE,0.0016364847194605726,0.739127131016404,0.7192781083763478,0.0006590031967613671,0.7638583835674221,0.7458910866649433,0.0011477439581109698,0.751492757291913,0.7325845975206455,54
PHYS-BASE,0.0016364847194605726,0.739127131016404,0.7192781083763478,0.0006590031967613671,0.7638583835674221,0.7458910866649433,0.0011477439581109698,0.751492757291913,0.7325845975206455,54
MOD,0.0011487290737686848,0.8168805088154533,0.8029475040514117,0.0006177403472966616,0.7786441630888196,0.7618018711499255,0.0008832347105326732,0.7977623359521364,0.7823746876006685,54
MOD+A,0.0011487331946297573,0.8168798519068748,0.8029467971606589,0.0006177462047636216,0.778642064173787,0.7617996125348361,0.0008832396996966894,0.7977609580403309,0.7823732048477474,54
MOD+A+ASYM,0.0011487331946297573,0.8168798519068748,0.8029467971606589,0.0005802509929373951,0.7920777803776543,0.7762576114933455,0.0008644920937835762,0.8044788161422646,0.7896022043270021,54
MOD+A+ALIGN,0.0011487292191262044,0.8168804856439364,0.8029474791168447,0.00048162641755738187,0.8274180742710181,0.814286840791639,0.0008151778183417931,0.8221492799574772,0.8086171599542419,54
PHYS-FULL,0.0011487292191262044,0.8168804856439364,0.8029474791168447,0.00046859065319948074,0.8320891995129548,0.8193133777367665,0.0008086599361628425,0.8244848425784457,0.8111304284268056,54
ORIG-BASE,0.0017675034603306281,0.7615041846084335,0.7433577638721187,0.0008462251931244996,0.7750455348433909,0.7579294342336489,0.0013068643267275639,0.7682748597259121,0.7506435990528838,55
PHYS-BASE,0.0017675034603306281,0.7615041846084335,0.7433577638721187,0.0008462251931244996,0.7750455348433909,0.7579294342336489,0.0013068643267275639,0.7682748597259121,0.7506435990528838,55
MOD,0.0011907133229508145,0.8393326229745344,0.8271079312443359,0.000797309680284465,0.788048885627787,0.7719221704038143,0.0009940115016176397,0.8136907543011607,0.7995150508240751,55
MOD+A,0.00119069416907477,0.8393352074782638,0.8271107123950884,0.0007972937446635801,0.7880531218394978,0.7719267289359814,0.000993993956869175,0.8136941646588809,0.7995187206655349,55
MOD+A+ASYM,0.00119069416907477,0.8393352074782638,0.8271107123950884,0.0007548265324744479,0.7993423024055188,0.7840748688928952,0.0009727603507746089,0.8193387549418913,0.8055927906439918,55
MOD+A+ALIGN,0.0011907194846305339,0.839331791556174,0.827107036565883,0.000559126806534389,0.8513657206845159,0.8400565907365987,0.0008749231455824614,0.845348756120345,0.8335818136512408,55
PHYS-FULL,0.0011907194846305339,0.839331791556174,0.827107036565883,0.0005379168361396776,0.8570040278217839,0.8461238995038761,0.0008643181603851058,0.8481679096889789,0.8366154680348796,55
ORIG-BASE,0.0018273233320372979,0.7480677644959632,0.7288990074467432,0.0009225412468858176,0.711827026827245,0.6899008223467094,0.0013749322894615577,0.729947395661604,0.7093999148967263,56
PHYS-BASE,0.0018273233320372979,0.7480677644959632,0.7288990074467432,0.0009225412468858176,0.711827026827245,0.6899008223467094,0.0013749322894615577,0.729947395661604,0.7093999148967263,56
MOD,0.0013723605189601854,0.8107932803147383,0.7963971168604249,0.0008621243798301713,0.7306993626365983,0.7102090967502526,0.0011172424493951782,0.7707463214756682,0.7533031068053387,56
MOD+A,0.001372382062884521,0.8107903100637026,0.7963939206120279,0.000862130699262596,0.7306973886439592,0.7102069725625213,0.0011172563810735586,0.7707438493538309,0.7533004465872746,56
MOD+A+ASYM,0.001372382062884521,0.8107903100637026,0.7963939206120279,0.0008618878927091886,0.7307732338017096,0.7102885885474919,0.0011171349777968549,0.7707817719327061,0.7533412545797599,56
MOD+A+ALIGN,0.0013724052998252746,0.8107871063972646,0.7963904731883609,0.0006545369553762819,0.7955431682659806,0.7799866701992617,0.0010134711276007782,0.8031651373316226,0.7881885716938113,56
PHYS-FULL,0.0013724052998252746,0.8107871063972646,0.7963904731883609,0.0006694448480377342,0.790886409810472,0.7749755931656166,0.0010209250739315044,0.8008367581038682,0.7856830331769887,56
ORIG-BASE,0.0018367035739347121,0.7775968385492762,0.7606748588736776,0.0006307065828186237,0.8110402175723663,0.7966628428224377,0.0012337050783766679,0.7943185280608213,0.7786688508480577,57
PHYS-BASE,0.0018367035739347121,0.7775968385492762,0.7606748588736776,0.0006307065828186237,0.8110402175723663,0.7966628428224377,0.0012337050783766679,0.7943185280608213,0.7786688508480577,57
MOD,0.001461596533334523,0.8230178813870098,0.809551850622978,0.0005836027300583188,0.825152538597007,0.8118489274033011,0.0010225996316964208,0.8240852099920084,0.8107003890131395,57
MOD+A,0.0014615964631998553,0.8230178898794918,0.8095518597616269,0.0005835693070046482,0.8251625521486675,0.8118597028556314,0.0010225828851022517,0.8240902210140797,0.8107057813086291,57
MOD+A+ASYM,0.0014615964631998553,0.8230178898794918,0.8095518597616269,0.0006251977498556202,0.8126906647160561,0.7984388674661909,0.0010433971065277377,0.8178542772977739,0.8039953636139089,57
MOD+A+ALIGN,0.0014615965700606989,0.8230178769399027,0.809551845837504,0.00048499736778484433,0.8546947192384797,0.8436388826587988,0.0009732969689227716,0.8388562980891912,0.8265953642481514,57
PHYS-FULL,0.0014615965700606989,0.8230178769399027,0.809551845837504,0.0005452406477578938,0.8366458239414599,0.8242167018500492,0.0010034186089092963,0.8298318504406813,0.8168842738437766,57
ORIG-BASE,0.001784194806797909,0.7412713152449345,0.7215854370570491,0.0009822267311401986,0.7100066136309212,0.6879418994506652,0.001383210768969054,0.7256389644379279,0.7047636682538572,58
PHYS-BASE,0.001784194806797909,0.7412713152449345,0.7215854370570491,0.0009822267311401986,0.7100066136309212,0.6879418994506652,0.001383210768969054,0.7256389644379279,0.7047636682538572,58
MOD,0.0013118272291822717,0.8097700249215809,0.7952960050786577,0.0008772481754334838,0.7410005643149817,0.7212940855128607,0.0010945377023078777,0.7753852946182813,0.7582950452957592,58
MOD+A,0.0013118272528424907,0.8097700214905781,0.7952960013866004,0.0008772932116856804,0.7409872677767488,0.7212797772815015,0.0010945602322640856,0.7753786446336635,0.758287889334051,58
MOD+A+ASYM,0.0013118272528424907,0.8097700214905781,0.7952960013866004,0.0007940167964598147,0.7655738615746928,0.7477370901727672,0.0010529220246511526,0.7876719415326354,0.7715165457796838,58
MOD+A+ALIGN,0.0013118274219555979,0.8097699969672404,0.7952959749973565,0.0006632431791509295,0.8041835663697504,0.7892844898978837,0.0009875353005532636,0.8069767816684954,0.7922902324476201,58
PHYS-FULL,0.0013118274219555979,0.8097699969672404,0.7952959749973565,0.0006025917261623194,0.8220903486662929,0.8085537447604674,0.0009572095740589587,0.8159301728167667,0.8019248598789119,58
ORIG-BASE,0.0018872393493816824,0.7414502346656402,0.7217779699119389,0.000948237403105423,0.7627913642749458,0.7447428811219525,0.0014177383762435528,0.752120799470293,0.7332604255169457,59
PHYS-BASE,0.0018872393493816824,0.7414502346656402,0.7217779699119389,0.000948237403105423,0.7627913642749458,0.7447428811219525,0.0014177383762435528,0.752120799470293,0.7332604255169457,59
MOD,0.0015055652145740128,0.7937391814921511,0.7780454235622061,0.0008307827142963971,0.7921735278561921,0.7763606441061198,0.0011681739644352049,0.7929563546741716,0.7772030338341629,59
MOD+A,0.0015055871755096917,0.7937361728675333,0.7780421860204978,0.0008307789275593496,0.7921744751366158,0.7763616634622278,0.0011681830515345207,0.7929553240020746,0.7772019247413628,59
MOD+A+ASYM,0.0015055871755096917,0.7937361728675333,0.7780421860204978,0.0007904421931783417,0.8022650091113223,0.7872199554567489,0.0011480146843440167,0.7980005909894278,0.7826310707386234,59
MOD+A+ALIGN,0.001505558352397151,0.7937401216030162,0.7780464352032457,0.0005826428891141896,0.8542475498339783,0.8431576894952593,0.0010441006207556702,0.8239938357184973,0.8106020623492525,59
PHYS-FULL,0.001505558352397151,0.7937401216030162,0.7780464352032457,0.0005291178093845164,0.8676372464417792,0.8575661673666971,0.0010173380808908335,0.8306886840223977,0.8178063012849714,59
ORIG-BASE,0.0017910844925557998,0.7148305446897869,0.6931328687422706,0.0008894032450830809,0.7160633393600684,0.6944594630070302,0.0013402438688194403,0.7154469420249276,0.6937961658746504,60
PHYS-BASE,0.0017910844925557998,0.7148305446897869,0.6931328687422706,0.0008894032450830809,0.7160633393600684,0.6944594630070302,0.0013402438688194403,0.7154469420249276,0.6937961658746504,60
MOD,0.0012799929242419857,0.7962045417041417,0.7806983655294568,0.000807165797092351,0.7423171522296816,0.7227108485949835,0.0010435793606671682,0.7692608469669117,0.7517046070622202,60
MOD+A,0.0012799378269496818,0.7962133140791473,0.7807078053677781,0.000807156921304071,0.7423199857719457,0.7227138977328547,0.0010435473741268763,0.7692666499255465,0.7517108515503164,60
MOD+A+ASYM,0.0012799378269496818,0.7962133140791473,0.7807078053677781,0.0007744936569915044,0.7527475373305678,0.7339348499535457,0.0010272157419705932,0.7744804257048575,0.7573213276606618,60
MOD+A+ALIGN,0.0012799441352269153,0.7962123096999625,0.7807067245684378,0.0005682615005747658,0.8185859184397697,0.8047826731036652,0.0009241028179008406,0.8073991140698661,0.7927446988360516,60
PHYS-FULL,0.0012799441352269153,0.7962123096999625,0.7807067245684378,0.0005285010188467641,0.8312792141632739,0.8184417630670012,0.0009042225770368396,0.8137457619316182,0.7995742438177196,60
ORIG-BASE,0.0018778584112325975,0.7100775113008289,0.6880181915085006,0.0008721713544786773,0.7271503909517065,0.7063900946110755,0.0013750148828556375,0.7186139511262677,0.6972041430597881,61
PHYS-BASE,0.0018778584112325975,0.7100775113008289,0.6880181915085006,0.0008721713544786773,0.7271503909517065,0.7063900946110755,0.0013750148828556375,0.7186139511262677,0.6972041430597881,61
MOD,0.0012234078156910652,0.811118113859098,0.7967466660005512,0.0008322178434457824,0.7396494254699268,0.7198401426252474,0.0010278128295684238,0.7753837696645125,0.7582934043128993,61
MOD+A,0.0012233714273402853,0.8111237318551912,0.7967527114528689,0.0008322179856195754,0.7396493809923553,0.7198400947635128,0.0010277947064799304,0.7753865564237732,0.7582964031081909,61
MOD+A+ASYM,0.0012233714273402853,0.8111237318551912,0.7967527114528689,0.0007714170317766614,0.7586703181059326,0.7403082770922536,0.0009973942295584733,0.7848970249805618,0.7685304942725613,61
MOD+A+ALIGN,0.0012233899522137626,0.8111208718006795,0.7967496337855138,0.0005879953389242664,0.8160518600801774,0.8020558059558431,0.0009056926455690145,0.8135863659404284,0.7994027198706785,61
PHYS-FULL,0.0012233899522137626,0.8111208718006795,0.7967496337855138,0.0005341888113085603,0.8328846647220668,0.8201693674726588,0.0008787893817611614,0.8220027682613731,0.8084595006290862,61
ORIG-BASE,0.0018920634050045492,0.7535140191096,0.7347596509983739,0.000825925376109416,0.7473285222830082,0.7281035185436718,0.0013589943905569827,0.750421270696304,0.7314315847710229,62
PHYS-BASE,0.0018920634050045492,0.7535140191096,0.7347596509983739,0.000825925376109416,0.7473285222830082,0.7281035185436718,0.0013589943905569827,0.750421270696304,0.7314315847710229,62
MOD,0.0015820497231571113,0.7939006289121538,0.7782191550250351,0.0007124099369679078,0.7820557683287556,0.7654730550494218,0.0011472298300625097,0.7879781986204547,0.7718461050372285,62
MOD+A,0.0015820972687663561,0.793894434972722,0.778212489807603,0.0007123899739464398,0.7820618755223108,0.7654796269207474,0.001147243621356398,0.7879781552475165,0.7718460583641753,62
MOD+A+ASYM,0.0015820972687663561,0.793894434972722,0.778212489807603,0.0007752997760043593,0.7628161747500024,0.7447695793505462,0.0011786985223853578,0.7783553048613623,0.7614910345790746,62
MOD+A+ALIGN,0.0015820908205288942,0.7938952750080673,0.7782133937586811,0.0005154954383106174,0.8422968976109327,0.8302977485161125,0.0010487931294197558,0.8180960863095,0.8042555711373969,62
PHYS-FULL,0.0015820908205288942,0.7938952750080673,0.7782133937586811,0.000584936973705504,0.8210529742848158,0.8074374397195301,0.001083513897117199,0.8074741246464416,0.7928254167391056,62
ORIG-BASE,0.0020410337436611143,0.7198800456649428,0.6985665708785798,0.0010992948850096671,0.658289486031223,0.6322897730118595,0.0015701643143353908,0.6890847658480829,0.6654281719452196,63
PHYS-BASE,0.0020410337436611143,0.7198800456649428,0.6985665708785798,0.0010992948850096671,0.658289486031223,0.6322897730118595,0.0015701643143353908,0.6890847658480829,0.6654281719452196,63
MOD,0.0013641269306542648,0.8127815501782609,0.798536668126607,0.0010410060625590833,0.6764082854087428,0.6517871766898428,0.0012025664966066742,0.7445949177935018,0.7251619224082249,63
MOD+A,0.0013641210801830879,0.8127823531212421,0.7985375321630759,0.0010410154133591522,0.676405378757633,0.6517840488804962,0.00120256824677112,0.7445938659394375,0.7251607905217861,63
MOD+A+ASYM,0.0013641210801830879,0.8127823531212421,0.7985375321630759,0.0010378880683449229,0.6773774988745755,0.6528301346585106,0.0012010045742640054,0.7450799259979088,0.7256838334107932,63
MOD+A+ALIGN,0.001364131469769253,0.8127809272112536,0.798535997759936,0.0008320474438292572,0.7413620643974866,0.7216830910364258,0.0010980894567992551,0.7770714958043701,0.7601095443981809,63
PHYS-FULL,0.001364131469769253,0.8127809272112536,0.798535997759936,0.0008624349698282362,0.7319162484758931,0.7115185717294936,0.0011132832197987446,0.7723485878435734,0.7550272847447148,63
ORIG-BASE,0.002292454396312947,0.7113328544395999,0.6893690498860913,0.0009366161272088763,0.7190243081814718,0.69764572293441,0.0016145352617609116,0.7151785813105358,0.6935073864102506,64
PHYS-BASE,0.002292454396312947,0.7113328544395999,0.6893690498860913,0.0009366161272088763,0.7190243081814718,0.69764572293441,0.0016145352617609116,0.7151785813105358,0.6935073864102506,64
MOD,0.0016875272186426449,0.7875056245199331,0.7713375742116672,0.0010186459962669406,0.6944161485109168,0.6711652032889214,0.0013530866074547927,0.7409608865154249,0.7212513887502943,64
