alpha_fast,alpha_slow,alpha_a,omega1,omega2,omega3,omega4,beta
0.25545685583226424,0.6086891389085045,0.09127177432130784,0.8751095708991562,0.20709293211290247,3.5854406015058262e-12,0.5795967051792389,8.887307856724016e-21
0.255644487576459,0.6257530416169995,0.09251383229980631,0.8685453555350658,0.2272765478251844,8.628622239824623e-14,0.5099932132055983,1.0071913296155898e-25
0.23038254872232347,0.5196972536276134,0.08780289366306818,0.8266476557249581,0.17710329699667887,3.105377596275151e-14,0.6357959372045286,4.445474824062426e-22
0.2575409716082663,0.5931736598744637,0.10731867330235946,0.8664907299028834,0.24340593391042872,5.486719188394389e-13,0.5761654566475897,2.1302794613102546e-23
0.24259740859622803,0.49952914693884914,0.0801643193250461,0.8601896450711357,0.1909092065985355,1.5774413010544684e-15,0.6011433425449403,5.4725223662341165e-25
0.23727242339611052,0.46092596008359477,0.06943598624715445,0.825058213603354,0.2230146332992646,1.1003093994459537e-10,0.5921242495419019,1.4672799389221012e-20
0.2612760360188354,0.5304739144299175,0.07968725211262538,0.9140480464312866,0.15746919976272541,9.806900223726956e-12,0.5472834502045024,6.118104786164244e-23
0.2532963909435293,0.47394507961899085,0.0767183601203529,0.8867591838559623,0.1851364594094034,1.742950485034111e-14,0.5831767941910326,5.023745699775519e-27
0.26753948488821283,0.606569808255618,0.11618665728322697,0.8741156233842419,0.25651135034649186,1.5459232269202768e-09,0.5428565555800765,6.492967920000185e-22
0.25305313750921815,0.49345535250818134,0.09576421849808142,0.8181809693103783,0.25138089084827236,3.0281826465841165e-12,0.636903078961977,4.0684679358776746e-26
0.23793795032826073,0.5330966943792443,0.08068245356831005,0.8816444236495494,0.1560411372890062,7.96629253595868e-13,0.5870148755580311,1.5016410102130434e-22
0.2647769440809851,0.6060660934269181,0.09418752170506935,0.872673404922942,0.23125832722358494,1.148041877174831e-12,0.5432443044735158,1.3165493404306185e-21
0.261891747519806,0.5401766773083562,0.09361700816360301,0.8498171099811187,0.2507465006415484,0.016864010299622045,0.5406729116684629,2.212826720590282e-30
0.2394511081903836,0.5346996478263247,0.0877488764373773,0.8589327411900277,0.13560422225577237,1.3847255471480317e-11,0.603752273669263,3.8781026203477297e-20
0.2408086082705375,0.5848387711145215,0.09913686902318518,0.8937954375218301,0.13998813130826335,4.838015880602856e-11,0.5617941901743222,9.999178099149606e-13
0.24078902552836726,0.6123304781578716,0.10194320266303629,0.8980570620804662,0.19400167227560552,0.023833710972952667,0.5923281804247419,3.2059069712945316e-22
0.24981726202118154,0.5054663965488378,0.08538094283064539,0.899271203772005,0.15672234217860295,1.0744534349916548e-09,0.6055821621718264,2.576219028866804e-21
