alpha_fast,alpha_small,omega1,omega2,omega3,omega4,beta,gamma
0.23209990302822942,0.3210986663867281,0.8698322988909247,0.2660283639190254,0.027696459739050234,0.5802362824705517,1.67239009441818e-29,0.2997197431880304
0.278893655101618,0.31909180766864986,0.8533744604289959,0.2414465203181652,0.08644041660790777,0.5528410101222729,1.4639752062641894e-30,0.20140097654154665
0.2272156552406503,0.3432512891949051,0.9116623679963209,0.22209284005481214,0.004492026974216284,0.5825758168655253,8.428660385275595e-31,0.28390456543601394
0.26397330107100164,0.32253235185188184,0.8764580588746334,0.2589169032823507,0.024873028865943256,0.5151884175465151,1.9192696602452608e-32,0.20890287802904153
0.2428959428680845,0.3845756338744302,0.8368622263439411,0.27294054060252826,5.789760143421386e-17,0.5543918544017805,1.732879742074523e-24,0.24069897260149506
0.2350829292318904,0.3159940365309882,0.8180066769827711,0.1994994636259054,1.4915593923096334e-09,0.6301063717319569,1.2629295352999336e-18,0.241646930654027
0.24642216573262377,0.3027318837795446,0.870555115303427,0.23504174300915767,5.1912803902778485e-12,0.579862387900167,5.842778213110111e-26,0.27160700438424984
0.24592617661535296,0.3313818639086087,0.8529757353417217,0.19882656408328553,1.0575333547606275e-11,0.5238720436911275,1.3976413457650236e-24,0.2188611801238531
0.29584180347313305,0.321294429347854,0.8195987418592877,0.296963482411093,0.11922644644070127,0.5042785529795691,7.950862638857408e-23,0.3338971003241698
0.23574785565801942,0.3089535441375086,0.84647736495748,0.1960571785073641,4.984043195707682e-14,0.6278246187324381,1.4108533837834425e-21,0.3072383969646141
0.22739815102748243,0.36344454596069936,0.8611374659713569,0.1602342943069644,7.096962657657078e-13,0.5781769796043548,8.780046916631928e-26,0.19904548070188952
